,Start (s),End (s),Common name,Confidence,ID,Month,Day,Time,Latitude,Longitude,Elevation,Habitant,Elevation_type,Duration (s)
877,87.0,96.0,buff-barred warbler,0.8,psh5,6,19,6,33.136056,76.458371,3610,1,high,9.0
878,204.0,216.0,buff-barred warbler,0.818,psh5,6,19,6,33.136056,76.458371,3610,1,high,12.0
879,231.0,246.0,buff-barred warbler,0.913,psh5,6,19,6,33.136056,76.458371,3610,1,high,15.0
880,249.0,261.0,buff-barred warbler,0.9269,psh5,6,19,6,33.136056,76.458371,3610,1,high,12.0
881,267.0,273.0,buff-barred warbler,0.883,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
882,693.0,699.0,variegated laughingthrush,0.9911,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
883,720.0,729.0,variegated laughingthrush,0.8936,psh5,6,19,6,33.136056,76.458371,3610,1,high,9.0
884,732.0,738.0,variegated laughingthrush,0.991,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
885,747.0,756.0,variegated laughingthrush,0.8882,psh5,6,19,6,33.136056,76.458371,3610,1,high,9.0
886,759.0,765.0,variegated laughingthrush,0.8983,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
887,768.0,774.0,variegated laughingthrush,0.9934,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
888,798.0,804.0,variegated laughingthrush,0.9254,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
889,810.0,816.0,variegated laughingthrush,0.9795,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
890,894.0,900.0,variegated laughingthrush,0.9215,psh5,6,19,6,33.136056,76.458371,3610,1,high,6.0
891,222.0,231.0,greenish warbler,0.8108,psh5,6,20,6,33.136056,76.458371,3610,1,high,9.0
892,390.0,396.0,greenish warbler,0.8956,psh5,6,20,7,33.136056,76.458371,3610,1,high,6.0
893,123.0,141.0,greenish warbler,0.8064,psh5,6,21,7,33.136056,76.458371,3610,1,high,18.0
894,147.0,153.0,greenish warbler,0.9579,psh5,6,21,7,33.136056,76.458371,3610,1,high,6.0
895,345.0,351.0,greenish warbler,0.9638,psh5,6,21,7,33.136056,76.458371,3610,1,high,6.0
896,354.0,366.0,greenish warbler,0.8837,psh5,6,21,7,33.136056,76.458371,3610,1,high,12.0
897,372.0,378.0,greenish warbler,0.9452,psh5,6,21,7,33.136056,76.458371,3610,1,high,6.0
898,381.0,387.0,greenish warbler,0.8242,psh5,6,21,7,33.136056,76.458371,3610,1,high,6.0
899,561.0,567.0,variegated laughingthrush,0.9473,psh5,6,22,6,33.136056,76.458371,3610,1,high,6.0
900,714.0,720.0,greenish warbler,0.9433,psh5,6,25,6,33.136056,76.458371,3610,1,high,6.0
901,183.0,189.0,greenish warbler,0.9611,psh5,6,26,6,33.136056,76.458371,3610,1,high,6.0
902,822.0,831.0,greenish warbler,0.8068,psh5,6,26,6,33.136056,76.458371,3610,1,high,9.0
903,858.0,864.0,greenish warbler,0.8811,psh5,6,26,6,33.136056,76.458371,3610,1,high,6.0
904,417.0,426.0,greenish warbler,0.8272,psh5,6,26,7,33.136056,76.458371,3610,1,high,9.0
905,807.0,813.0,variegated laughingthrush,0.8787,psh5,6,27,6,33.136056,76.458371,3610,1,high,6.0
906,369.0,375.0,buff-barred warbler,0.9405,psh5,6,27,7,33.136056,76.458371,3610,1,high,6.0
907,381.0,387.0,buff-barred warbler,0.9112,psh5,6,27,7,33.136056,76.458371,3610,1,high,6.0
908,765.0,774.0,variegated laughingthrush,0.8199,psh5,6,27,7,33.136056,76.458371,3610,1,high,9.0
909,816.0,822.0,variegated laughingthrush,0.9511,psh5,6,27,7,33.136056,76.458371,3610,1,high,6.0
910,825.0,834.0,variegated laughingthrush,0.9916,psh5,6,27,7,33.136056,76.458371,3610,1,high,9.0
911,837.0,843.0,variegated laughingthrush,0.922,psh5,6,27,7,33.136056,76.458371,3610,1,high,6.0
912,846.0,855.0,variegated laughingthrush,0.8513,psh5,6,27,7,33.136056,76.458371,3610,1,high,9.0
913,861.0,867.0,variegated laughingthrush,0.9733,psh5,6,27,7,33.136056,76.458371,3610,1,high,6.0
914,873.0,882.0,variegated laughingthrush,0.9994,psh5,6,27,7,33.136056,76.458371,3610,1,high,9.0
915,780.0,786.0,variegated laughingthrush,0.9647,psh5,6,29,5,33.136056,76.458371,3610,1,high,6.0
916,798.0,807.0,variegated laughingthrush,0.9712,psh5,6,29,5,33.136056,76.458371,3610,1,high,9.0
917,816.0,822.0,variegated laughingthrush,0.8346,psh5,6,29,5,33.136056,76.458371,3610,1,high,6.0
918,828.0,834.0,variegated laughingthrush,0.9477,psh5,6,29,5,33.136056,76.458371,3610,1,high,6.0
919,837.0,846.0,variegated laughingthrush,0.9467,psh5,6,29,5,33.136056,76.458371,3610,1,high,9.0
920,864.0,870.0,greenish warbler,0.8656,psh5,6,30,6,33.136056,76.458371,3610,1,high,6.0
921,507.0,513.0,greenish warbler,0.8834,psh5,7,1,6,33.136056,76.458371,3610,1,high,6.0
922,57.0,63.0,olive-backed pipit,0.8799,psh5,7,1,7,33.136056,76.458371,3610,1,high,6.0
923,69.0,75.0,olive-backed pipit,0.9993,psh5,7,1,7,33.136056,76.458371,3610,1,high,6.0
924,147.0,153.0,olive-backed pipit,0.8846,psh5,7,1,7,33.136056,76.458371,3610,1,high,6.0
925,27.0,39.0,variegated laughingthrush,0.9342,psh5,7,2,6,33.136056,76.458371,3610,1,high,12.0
926,72.0,81.0,variegated laughingthrush,0.8251,psh5,7,2,6,33.136056,76.458371,3610,1,high,9.0
927,681.0,687.0,greenish warbler,0.893,psh5,7,3,6,33.136056,76.458371,3610,1,high,6.0
928,6.0,12.0,olive-backed pipit,0.9204,psh5,7,3,7,33.136056,76.458371,3610,1,high,6.0
929,21.0,27.0,olive-backed pipit,0.9519,psh5,7,3,7,33.136056,76.458371,3610,1,high,6.0
930,105.0,111.0,olive-backed pipit,0.9816,psh5,7,3,7,33.136056,76.458371,3610,1,high,6.0
931,210.0,216.0,variegated laughingthrush,0.9578,psh5,7,3,7,33.136056,76.458371,3610,1,high,6.0
932,369.0,375.0,variegated laughingthrush,0.8005,psh5,7,3,7,33.136056,76.458371,3610,1,high,6.0
933,441.0,447.0,variegated laughingthrush,0.9516,psh5,7,3,7,33.136056,76.458371,3610,1,high,6.0
934,510.0,516.0,olive-backed pipit,0.9359,psh5,7,3,7,33.136056,76.458371,3610,1,high,6.0
935,741.0,747.0,common rosefinch,0.8953,psh5,7,4,5,33.136056,76.458371,3610,1,high,6.0
936,531.0,537.0,greenish warbler,0.8884,psh5,7,4,6,33.136056,76.458371,3610,1,high,6.0
937,213.0,219.0,greenish warbler,0.9147,psh5,7,5,7,33.136056,76.458371,3610,1,high,6.0
938,471.0,480.0,greenish warbler,0.9173,psh5,7,6,7,33.136056,76.458371,3610,1,high,9.0
939,486.0,492.0,greenish warbler,0.8401,psh5,7,6,7,33.136056,76.458371,3610,1,high,6.0
940,687.0,693.0,greenish warbler,0.913,psh5,7,7,6,33.136056,76.458371,3610,1,high,6.0
941,729.0,756.0,greenish warbler,0.8315,psh5,7,7,6,33.136056,76.458371,3610,1,high,27.0
942,762.0,783.0,greenish warbler,0.8414,psh5,7,7,6,33.136056,76.458371,3610,1,high,21.0
943,66.0,72.0,greenish warbler,0.8201,psh5,7,9,6,33.136056,76.458371,3610,1,high,6.0
944,405.0,411.0,variegated laughingthrush,0.8261,psh5,7,11,7,33.136056,76.458371,3610,1,high,6.0
945,492.0,501.0,greenish warbler,0.9499,psh5,7,12,7,33.136056,76.458371,3610,1,high,9.0
946,873.0,879.0,common rosefinch,0.8095,psh5,7,12,7,33.136056,76.458371,3610,1,high,6.0
947,324.0,333.0,common rosefinch,0.8998,psh5,7,15,6,33.136056,76.458371,3610,1,high,9.0
948,366.0,372.0,common rosefinch,0.9123,psh5,7,15,6,33.136056,76.458371,3610,1,high,6.0
949,390.0,396.0,common rosefinch,0.9176,psh5,7,15,6,33.136056,76.458371,3610,1,high,6.0
950,744.0,750.0,olive-backed pipit,0.8954,psh5,7,15,7,33.136056,76.458371,3610,1,high,6.0
951,462.0,468.0,common rosefinch,0.8134,psh5,7,16,6,33.136056,76.458371,3610,1,high,6.0
952,564.0,573.0,olive-backed pipit,0.8752,psh5,7,16,6,33.136056,76.458371,3610,1,high,9.0
953,837.0,843.0,olive-backed pipit,0.8958,psh5,7,16,6,33.136056,76.458371,3610,1,high,6.0
954,105.0,111.0,olive-backed pipit,0.972,psh5,7,17,7,33.136056,76.458371,3610,1,high,6.0
955,414.0,420.0,greenish warbler,0.9355,psh5,7,18,7,33.136056,76.458371,3610,1,high,6.0
956,657.0,663.0,eurasian kestrel,0.9011,psh5,7,18,7,33.136056,76.458371,3610,1,high,6.0
957,678.0,687.0,eurasian kestrel,0.9417,psh5,7,18,7,33.136056,76.458371,3610,1,high,9.0
958,819.0,825.0,variegated laughingthrush,0.9862,psh5,7,19,7,33.136056,76.458371,3610,1,high,6.0
959,294.0,300.0,olive-backed pipit,0.953,psh5,7,21,6,33.136056,76.458371,3610,1,high,6.0
960,198.0,204.0,common rosefinch,0.8303,psh5,7,22,7,33.136056,76.458371,3610,1,high,6.0
961,654.0,660.0,olive-backed pipit,0.8913,psh5,7,24,7,33.136056,76.458371,3610,1,high,6.0
962,831.0,840.0,greenish warbler,0.9362,psh5,7,29,7,33.136056,76.458371,3610,1,high,9.0
963,855.0,861.0,greenish warbler,0.8889,psh5,7,29,7,33.136056,76.458371,3610,1,high,6.0
964,339.0,345.0,common rosefinch,0.8276,psh5,7,30,5,33.136056,76.458371,3610,1,high,6.0
965,372.0,378.0,common rosefinch,0.894,psh5,7,30,5,33.136056,76.458371,3610,1,high,6.0
966,168.0,174.0,olive-backed pipit,0.9749,psh5,7,31,7,33.136056,76.458371,3610,1,high,6.0
967,237.0,243.0,olive-backed pipit,0.8857,psh5,7,31,7,33.136056,76.458371,3610,1,high,6.0
968,285.0,291.0,olive-backed pipit,0.8307,psh5,7,31,7,33.136056,76.458371,3610,1,high,6.0
969,303.0,312.0,common rosefinch,0.81,psh5,8,4,6,33.136056,76.458371,3610,1,high,9.0
970,57.0,63.0,common rosefinch,0.912,psh5,8,5,6,33.136056,76.458371,3610,1,high,6.0
971,75.0,84.0,common rosefinch,0.8261,psh5,8,5,6,33.136056,76.458371,3610,1,high,9.0
972,105.0,111.0,common rosefinch,0.8902,psh5,8,5,6,33.136056,76.458371,3610,1,high,6.0
973,117.0,126.0,common rosefinch,0.8165,psh5,8,5,6,33.136056,76.458371,3610,1,high,9.0
974,129.0,135.0,common rosefinch,0.9495,psh5,8,5,6,33.136056,76.458371,3610,1,high,6.0
975,144.0,159.0,common rosefinch,0.964,psh5,8,5,6,33.136056,76.458371,3610,1,high,15.0
976,180.0,186.0,common rosefinch,0.8122,psh5,8,5,6,33.136056,76.458371,3610,1,high,6.0
977,222.0,228.0,common rosefinch,0.9068,psh5,8,5,6,33.136056,76.458371,3610,1,high,6.0
978,246.0,252.0,common rosefinch,0.8197,psh5,8,5,6,33.136056,76.458371,3610,1,high,6.0
979,255.0,264.0,common rosefinch,0.8404,psh5,8,5,6,33.136056,76.458371,3610,1,high,9.0
980,246.0,252.0,greenish warbler,0.8129,psh5,8,5,7,33.136056,76.458371,3610,1,high,6.0
981,255.0,267.0,greenish warbler,0.9029,psh5,8,5,7,33.136056,76.458371,3610,1,high,12.0
982,276.0,303.0,greenish warbler,0.942,psh5,8,5,7,33.136056,76.458371,3610,1,high,27.0
983,306.0,333.0,greenish warbler,0.9623,psh5,8,5,7,33.136056,76.458371,3610,1,high,27.0
984,342.0,357.0,greenish warbler,0.9273,psh5,8,5,7,33.136056,76.458371,3610,1,high,15.0
985,360.0,366.0,greenish warbler,0.834,psh5,8,5,7,33.136056,76.458371,3610,1,high,6.0
986,369.0,381.0,greenish warbler,0.8009,psh5,8,5,7,33.136056,76.458371,3610,1,high,12.0
987,408.0,420.0,greenish warbler,0.9068,psh5,8,5,7,33.136056,76.458371,3610,1,high,12.0
988,477.0,483.0,greenish warbler,0.8747,psh5,8,5,7,33.136056,76.458371,3610,1,high,6.0
989,696.0,702.0,greenish warbler,0.846,psh5,8,5,7,33.136056,76.458371,3610,1,high,6.0
990,891.0,897.0,hume's warbler,0.9218,psh6,7,4,5,33.134232,76.458593,3721,1,high,6.0
991,606.0,612.0,greenish warbler,0.9478,psh6,7,5,5,33.134232,76.458593,3721,1,high,6.0
992,843.0,849.0,hume's warbler,0.8628,psh6,7,5,5,33.134232,76.458593,3721,1,high,6.0
993,690.0,702.0,hume's warbler,0.9699,psh6,7,5,6,33.134232,76.458593,3721,1,high,12.0
994,705.0,711.0,hume's warbler,0.9491,psh6,7,5,6,33.134232,76.458593,3721,1,high,6.0
995,402.0,408.0,hume's warbler,0.8647,psh6,7,5,7,33.134232,76.458593,3721,1,high,6.0
996,252.0,261.0,hume's warbler,0.9673,psh6,7,6,7,33.134232,76.458593,3721,1,high,9.0
997,279.0,288.0,hume's warbler,0.8166,psh6,7,6,7,33.134232,76.458593,3721,1,high,9.0
998,186.0,192.0,greenish warbler,0.8502,psh6,7,7,5,33.134232,76.458593,3721,1,high,6.0
999,543.0,552.0,hume's warbler,0.9263,psh6,7,7,5,33.134232,76.458593,3721,1,high,9.0
1000,555.0,561.0,hume's warbler,0.8622,psh6,7,7,5,33.134232,76.458593,3721,1,high,6.0
1001,567.0,573.0,hume's warbler,0.9807,psh6,7,7,5,33.134232,76.458593,3721,1,high,6.0
1002,612.0,618.0,hume's warbler,0.8733,psh6,7,7,5,33.134232,76.458593,3721,1,high,6.0
1003,672.0,678.0,hume's warbler,0.9689,psh6,7,7,5,33.134232,76.458593,3721,1,high,6.0
1004,837.0,843.0,hume's warbler,0.8635,psh6,7,7,5,33.134232,76.458593,3721,1,high,6.0
1005,15.0,21.0,variegated laughingthrush,0.9913,psh6,7,7,6,33.134232,76.458593,3721,1,high,6.0
1006,84.0,96.0,hume's warbler,0.9942,psh6,7,7,6,33.134232,76.458593,3721,1,high,12.0
1007,114.0,120.0,hume's warbler,0.9561,psh6,7,7,6,33.134232,76.458593,3721,1,high,6.0
1008,222.0,228.0,hume's warbler,0.93,psh6,7,7,6,33.134232,76.458593,3721,1,high,6.0
1009,336.0,345.0,common rosefinch,0.8093,psh6,7,7,6,33.134232,76.458593,3721,1,high,9.0
1010,159.0,165.0,variegated laughingthrush,0.823,psh6,7,7,7,33.134232,76.458593,3721,1,high,6.0
1011,552.0,561.0,hume's warbler,0.8503,psh6,7,8,5,33.134232,76.458593,3721,1,high,9.0
1012,759.0,768.0,hume's warbler,0.8881,psh6,7,8,5,33.134232,76.458593,3721,1,high,9.0
1013,840.0,846.0,hume's warbler,0.9117,psh6,7,8,5,33.134232,76.458593,3721,1,high,6.0
1014,864.0,870.0,hume's warbler,0.9537,psh6,7,8,5,33.134232,76.458593,3721,1,high,6.0
1015,249.0,258.0,hume's warbler,0.9665,psh6,7,8,6,33.134232,76.458593,3721,1,high,9.0
1016,627.0,633.0,variegated laughingthrush,0.9232,psh6,7,8,6,33.134232,76.458593,3721,1,high,6.0
1017,684.0,690.0,hume's warbler,0.9297,psh6,7,9,5,33.134232,76.458593,3721,1,high,6.0
1018,750.0,756.0,hume's warbler,0.8915,psh6,7,9,5,33.134232,76.458593,3721,1,high,6.0
1019,540.0,546.0,hume's warbler,0.9811,psh6,7,9,6,33.134232,76.458593,3721,1,high,6.0
1020,549.0,558.0,hume's warbler,0.9841,psh6,7,9,6,33.134232,76.458593,3721,1,high,9.0
1021,786.0,795.0,hume's warbler,0.9398,psh6,7,9,6,33.134232,76.458593,3721,1,high,9.0
1022,306.0,312.0,hume's warbler,0.9567,psh6,7,9,7,33.134232,76.458593,3721,1,high,6.0
1023,318.0,327.0,hume's warbler,0.8853,psh6,7,9,7,33.134232,76.458593,3721,1,high,9.0
1024,687.0,699.0,buff-barred warbler,0.9919,psh6,7,9,7,33.134232,76.458593,3721,1,high,12.0
1025,780.0,786.0,buff-barred warbler,0.9439,psh6,7,9,7,33.134232,76.458593,3721,1,high,6.0
1026,894.0,900.0,buff-barred warbler,0.8759,psh6,7,9,7,33.134232,76.458593,3721,1,high,6.0
1027,276.0,282.0,himalayan bluetail,0.9851,psh6,7,10,5,33.134232,76.458593,3721,1,high,6.0
1028,849.0,855.0,greenish warbler,0.841,psh6,7,10,5,33.134232,76.458593,3721,1,high,6.0
1029,492.0,498.0,hume's warbler,0.8916,psh6,7,10,6,33.134232,76.458593,3721,1,high,6.0
1030,372.0,378.0,himalayan bluetail,0.9335,psh6,7,11,5,33.134232,76.458593,3721,1,high,6.0
1031,687.0,693.0,greenish warbler,0.8603,psh6,7,11,5,33.134232,76.458593,3721,1,high,6.0
1032,117.0,123.0,greenish warbler,0.9076,psh6,7,11,6,33.134232,76.458593,3721,1,high,6.0
1033,552.0,558.0,himalayan bluetail,0.8999,psh6,7,12,5,33.134232,76.458593,3721,1,high,6.0
1034,585.0,594.0,variegated laughingthrush,0.8432,psh6,7,12,7,33.134232,76.458593,3721,1,high,9.0
1035,699.0,705.0,variegated laughingthrush,0.8307,psh6,7,12,7,33.134232,76.458593,3721,1,high,6.0
1036,696.0,702.0,variegated laughingthrush,0.9745,psh6,7,13,6,33.134232,76.458593,3721,1,high,6.0
1037,858.0,864.0,common rosefinch,0.9016,psh6,7,14,6,33.134232,76.458593,3721,1,high,6.0
1038,366.0,372.0,variegated laughingthrush,0.8447,psh6,7,15,6,33.134232,76.458593,3721,1,high,6.0
1039,21.0,27.0,himalayan bluetail,0.9705,psh6,7,16,5,33.134232,76.458593,3721,1,high,6.0
1040,534.0,540.0,buff-barred warbler,0.877,psh6,7,16,5,33.134232,76.458593,3721,1,high,6.0
1041,576.0,618.0,buff-barred warbler,0.8074,psh6,7,16,5,33.134232,76.458593,3721,1,high,42.0
1042,621.0,630.0,buff-barred warbler,0.9778,psh6,7,16,5,33.134232,76.458593,3721,1,high,9.0
1043,633.0,639.0,buff-barred warbler,0.9796,psh6,7,16,5,33.134232,76.458593,3721,1,high,6.0
1044,648.0,699.0,buff-barred warbler,0.8875,psh6,7,16,5,33.134232,76.458593,3721,1,high,51.0
1045,705.0,711.0,buff-barred warbler,0.8522,psh6,7,16,5,33.134232,76.458593,3721,1,high,6.0
1046,723.0,732.0,buff-barred warbler,0.9934,psh6,7,16,5,33.134232,76.458593,3721,1,high,9.0
1047,741.0,747.0,buff-barred warbler,0.9826,psh6,7,16,5,33.134232,76.458593,3721,1,high,6.0
1048,753.0,765.0,buff-barred warbler,0.8973,psh6,7,16,5,33.134232,76.458593,3721,1,high,12.0
1049,792.0,801.0,buff-barred warbler,0.8289,psh6,7,16,5,33.134232,76.458593,3721,1,high,9.0
1050,864.0,879.0,buff-barred warbler,0.9754,psh6,7,16,5,33.134232,76.458593,3721,1,high,15.0
1051,888.0,900.0,buff-barred warbler,0.9681,psh6,7,16,5,33.134232,76.458593,3721,1,high,12.0
1052,606.0,624.0,hume's warbler,0.9309,psh6,7,16,7,33.134232,76.458593,3721,1,high,18.0
1053,666.0,672.0,greenish warbler,0.891,psh6,7,16,7,33.134232,76.458593,3721,1,high,6.0
1054,240.0,255.0,buff-barred warbler,0.9859,psh6,7,19,5,33.134232,76.458593,3721,1,high,15.0
1055,267.0,273.0,buff-barred warbler,0.8836,psh6,7,19,5,33.134232,76.458593,3721,1,high,6.0
1056,429.0,438.0,buff-barred warbler,0.9545,psh6,7,19,5,33.134232,76.458593,3721,1,high,9.0
1057,441.0,447.0,buff-barred warbler,0.826,psh6,7,19,5,33.134232,76.458593,3721,1,high,6.0
1058,477.0,483.0,buff-barred warbler,0.9889,psh6,7,19,5,33.134232,76.458593,3721,1,high,6.0
1059,495.0,501.0,buff-barred warbler,0.8933,psh6,7,19,5,33.134232,76.458593,3721,1,high,6.0
1060,510.0,516.0,buff-barred warbler,0.9735,psh6,7,19,5,33.134232,76.458593,3721,1,high,6.0
1061,534.0,540.0,buff-barred warbler,0.9399,psh6,7,19,5,33.134232,76.458593,3721,1,high,6.0
1062,876.0,882.0,variegated laughingthrush,0.9692,psh6,7,19,6,33.134232,76.458593,3721,1,high,6.0
1063,885.0,891.0,variegated laughingthrush,0.9721,psh6,7,19,6,33.134232,76.458593,3721,1,high,6.0
1064,807.0,813.0,hume's warbler,0.8481,psh6,7,21,6,33.134232,76.458593,3721,1,high,6.0
1065,255.0,261.0,buff-barred warbler,0.9505,psh6,7,22,5,33.134232,76.458593,3721,1,high,6.0
1066,270.0,276.0,buff-barred warbler,0.8658,psh6,7,22,5,33.134232,76.458593,3721,1,high,6.0
1067,291.0,297.0,buff-barred warbler,0.8686,psh6,7,22,5,33.134232,76.458593,3721,1,high,6.0
1068,303.0,309.0,buff-barred warbler,0.9484,psh6,7,22,5,33.134232,76.458593,3721,1,high,6.0
1069,624.0,633.0,buff-barred warbler,0.9503,psh6,7,22,5,33.134232,76.458593,3721,1,high,9.0
1070,723.0,729.0,buff-barred warbler,0.9972,psh6,7,22,5,33.134232,76.458593,3721,1,high,6.0
1071,732.0,738.0,buff-barred warbler,0.9645,psh6,7,22,5,33.134232,76.458593,3721,1,high,6.0
1072,750.0,756.0,buff-barred warbler,0.9657,psh6,7,22,5,33.134232,76.458593,3721,1,high,6.0
1073,759.0,774.0,buff-barred warbler,0.9693,psh6,7,22,5,33.134232,76.458593,3721,1,high,15.0
1074,816.0,831.0,buff-barred warbler,0.9805,psh6,7,22,5,33.134232,76.458593,3721,1,high,15.0
1075,858.0,873.0,buff-barred warbler,0.8795,psh6,7,22,5,33.134232,76.458593,3721,1,high,15.0
1076,138.0,150.0,hume's warbler,0.9455,psh7,6,10,7,33.13693,76.462555,3600,1,high,12.0
1077,765.0,771.0,hume's warbler,0.8593,psh7,6,10,7,33.13693,76.462555,3600,1,high,6.0
1078,537.0,552.0,hume's warbler,0.93,psh7,6,11,7,33.13693,76.462555,3600,1,high,15.0
1079,522.0,528.0,western crowned warbler,0.821,psh7,6,12,6,33.13693,76.462555,3600,1,high,6.0
1080,654.0,663.0,western crowned warbler,0.9373,psh7,6,12,6,33.13693,76.462555,3600,1,high,9.0
1081,696.0,714.0,western crowned warbler,0.9182,psh7,6,12,6,33.13693,76.462555,3600,1,high,18.0
1082,189.0,195.0,western crowned warbler,0.8118,psh7,6,12,7,33.13693,76.462555,3600,1,high,6.0
1083,0.0,9.0,hume's warbler,0.9804,psh7,6,13,5,33.13693,76.462555,3600,1,high,9.0
1084,30.0,36.0,western crowned warbler,0.8086,psh7,6,13,6,33.13693,76.462555,3600,1,high,6.0
1085,204.0,213.0,western crowned warbler,0.8811,psh7,6,13,6,33.13693,76.462555,3600,1,high,9.0
1086,6.0,12.0,greenish warbler,0.8016,psh7,6,15,6,33.13693,76.462555,3600,1,high,6.0
1087,132.0,147.0,hume's warbler,0.9228,psh7,6,15,7,33.13693,76.462555,3600,1,high,15.0
1088,165.0,171.0,western crowned warbler,0.9292,psh7,6,16,6,33.13693,76.462555,3600,1,high,6.0
1089,252.0,258.0,western crowned warbler,0.929,psh7,6,16,7,33.13693,76.462555,3600,1,high,6.0
1090,768.0,774.0,hume's warbler,0.9575,psh7,6,16,7,33.13693,76.462555,3600,1,high,6.0
1091,777.0,783.0,hume's warbler,0.936,psh7,6,16,7,33.13693,76.462555,3600,1,high,6.0
1092,798.0,804.0,hume's warbler,0.9912,psh7,6,16,7,33.13693,76.462555,3600,1,high,6.0
1093,375.0,381.0,hume's warbler,0.9469,psh7,6,17,6,33.13693,76.462555,3600,1,high,6.0
1094,390.0,396.0,hume's warbler,0.9227,psh7,6,17,6,33.13693,76.462555,3600,1,high,6.0
1095,432.0,438.0,hume's warbler,0.8661,psh7,6,17,6,33.13693,76.462555,3600,1,high,6.0
1096,507.0,516.0,variegated laughingthrush,0.8129,psh7,6,17,6,33.13693,76.462555,3600,1,high,9.0
1097,597.0,603.0,variegated laughingthrush,0.9942,psh7,6,17,6,33.13693,76.462555,3600,1,high,6.0
1098,714.0,720.0,variegated laughingthrush,0.896,psh7,6,17,6,33.13693,76.462555,3600,1,high,6.0
1099,837.0,843.0,buff-barred warbler,0.9485,psh7,6,17,6,33.13693,76.462555,3600,1,high,6.0
1100,279.0,288.0,hume's warbler,0.919,psh7,6,17,7,33.13693,76.462555,3600,1,high,9.0
1101,294.0,303.0,hume's warbler,0.9526,psh7,6,17,7,33.13693,76.462555,3600,1,high,9.0
1102,312.0,321.0,greenish warbler,0.9085,psh7,6,18,5,33.13693,76.462555,3600,1,high,9.0
1103,441.0,456.0,greenish warbler,0.8327,psh7,6,18,5,33.13693,76.462555,3600,1,high,15.0
1104,468.0,477.0,greenish warbler,0.9217,psh7,6,18,5,33.13693,76.462555,3600,1,high,9.0
1105,483.0,498.0,greenish warbler,0.8038,psh7,6,18,5,33.13693,76.462555,3600,1,high,15.0
1106,504.0,510.0,greenish warbler,0.8452,psh7,6,18,5,33.13693,76.462555,3600,1,high,6.0
1107,27.0,33.0,greenish warbler,0.825,psh7,6,19,5,33.13693,76.462555,3600,1,high,6.0
1108,36.0,42.0,greenish warbler,0.8441,psh7,6,19,5,33.13693,76.462555,3600,1,high,6.0
1109,348.0,354.0,greenish warbler,0.8067,psh7,6,19,5,33.13693,76.462555,3600,1,high,6.0
1110,504.0,510.0,greenish warbler,0.879,psh7,6,19,5,33.13693,76.462555,3600,1,high,6.0
1111,669.0,675.0,greenish warbler,0.9078,psh7,6,19,5,33.13693,76.462555,3600,1,high,6.0
1112,78.0,84.0,greenish warbler,0.8427,psh7,6,20,5,33.13693,76.462555,3600,1,high,6.0
1113,789.0,795.0,greenish warbler,0.8927,psh7,6,20,7,33.13693,76.462555,3600,1,high,6.0
1114,435.0,441.0,greenish warbler,0.9744,psh7,6,21,5,33.13693,76.462555,3600,1,high,6.0
1115,459.0,465.0,greenish warbler,0.8213,psh7,6,21,5,33.13693,76.462555,3600,1,high,6.0
1116,627.0,639.0,greenish warbler,0.899,psh7,6,21,5,33.13693,76.462555,3600,1,high,12.0
1117,648.0,654.0,greenish warbler,0.9294,psh7,6,21,5,33.13693,76.462555,3600,1,high,6.0
1118,669.0,675.0,greenish warbler,0.8932,psh7,6,21,5,33.13693,76.462555,3600,1,high,6.0
1119,789.0,798.0,greenish warbler,0.809,psh7,6,21,5,33.13693,76.462555,3600,1,high,9.0
1120,846.0,852.0,greenish warbler,0.9381,psh7,6,21,5,33.13693,76.462555,3600,1,high,6.0
1121,543.0,549.0,greenish warbler,0.8409,psh7,6,21,7,33.13693,76.462555,3600,1,high,6.0
1122,210.0,216.0,greenish warbler,0.9789,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1123,219.0,225.0,greenish warbler,0.8858,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1124,234.0,240.0,greenish warbler,0.8226,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1125,246.0,252.0,greenish warbler,0.9875,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1126,270.0,276.0,greenish warbler,0.8502,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1127,288.0,294.0,greenish warbler,0.9712,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1128,375.0,384.0,greenish warbler,0.9299,psh7,6,22,5,33.13693,76.462555,3600,1,high,9.0
1129,504.0,513.0,greenish warbler,0.8669,psh7,6,22,5,33.13693,76.462555,3600,1,high,9.0
1130,555.0,561.0,greenish warbler,0.9032,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1131,612.0,618.0,greenish warbler,0.8574,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
1132,654.0,660.0,greenish warbler,0.9371,psh7,6,22,5,33.13693,76.462555,3600,1,high,6.0
