Start (s),End (s),Scientific name,Common name,Confidence,File
567.0,570.0,Phylloscopus trochiloides,Greenish Warbler,0.5403,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
582.0,585.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7794,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
588.0,591.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9262,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
594.0,597.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7616,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
636.0,639.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8011,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
639.0,642.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8381,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
648.0,651.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9364,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
660.0,663.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7296,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
678.0,681.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6643,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
684.0,687.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8661,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
690.0,693.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7838,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
711.0,714.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5446,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
720.0,723.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7566,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
723.0,726.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5095,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
726.0,729.0,Atlapetes fuscoolivaceus,Dusky-headed Brushfinch,0.5012,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
741.0,744.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7676,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
786.0,789.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6190,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
795.0,798.0,Phylloscopus trochiloides,Greenish Warbler,0.8376,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
801.0,804.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5609,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
828.0,831.0,Phylloscopus trochiloides,Greenish Warbler,0.6617,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
837.0,840.0,Phylloscopus trochiloides,Greenish Warbler,0.8152,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
849.0,852.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6874,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
852.0,855.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9873,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
855.0,858.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7049,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
861.0,864.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7302,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
870.0,873.0,Phylloscopus trochiloides,Greenish Warbler,0.7309,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
873.0,876.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5679,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
